obtuvo_credito,numero_parcelas,superficie_total_ha,porcentaje_produccion_venta,anios_actividad,edad,participa_toma_decisiones,pertenece_asociacion,usa_maquinaria,usa_semilla_certificada,tiene_certificacion_calidad,tiene_seguro_agropecuario,recibio_asistencia_tecnica,nivel_educacion,sexo,departamento,region_natural,tipo_riego_predominante,principal_destino_produccion,principal_canal_venta,tipo_riego_predominante_str
true,2,44,99.13,28,56,false,false,true,false,false,false,false,Superior universitaria incompleta,Mujer,AYACUCHO,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
true,10,1.69,46.24,14,34,false,true,true,false,false,false,false,Secundaria completa,Hombre,AYACUCHO,Sierra,Gravedad,Autoconsumo,Comerciante minorista,Gravedad
true,5,4.2,95.83,22,40,false,false,true,false,false,false,false,Primaria incompleta,Hombre,AYACUCHO,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion
false,1,10,0,35,65,false,false,false,false,false,false,false,Sin nivel,Mujer,CAJAMARCA,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,4,11.3,70.59,40,58,false,false,true,false,false,false,false,Sin nivel,Mujer,CAJAMARCA,Sierra,Secano,Venta,Comerciante mayorista,Secano
true,2,16,75,40,61,false,true,true,false,false,false,false,Primaria completa,Hombre,CAJAMARCA,Sierra,Secano,Venta,Comerciante minorista,Secano
true,3,4.51,96.33,10,44,false,false,false,false,false,false,false,Superior universitaria completa,Hombre,CAJAMARCA,Selva,Goteo,Venta,Comerciante minorista,Goteo
false,3,2.81,0,8,29,false,false,false,false,false,false,false,Primaria completa,Hombre,CAJAMARCA,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,3,0.27,75,18,45,false,false,true,false,false,false,false,Primaria completa,Hombre,CUSCO,Sierra,Aspersion,Venta,Consumidor final,Aspersion
true,3,0.99,0,27,42,false,false,true,false,false,false,false,Superior no universitaria completa,Mujer,CUSCO,Sierra,No especificado,Otro,Sin ventas,No especificado
false,2,40,0,25,58,false,false,false,false,false,false,false,Secundaria completa,Mujer,HUANCAVELICA,Sierra,Secano,Otro,Sin ventas,Secano
true,2,112.86,0,30,59,false,false,false,false,false,false,false,Primaria incompleta,Hombre,HUANCAVELICA,Sierra,Secano,Otro,Sin ventas,Secano
true,3,2.6,0,15,34,false,false,true,false,false,false,false,Primaria completa,Hombre,HUANUCO,Sierra,Aspersion,Otro,Sin ventas,Aspersion
true,1,3.29,99.56,10,41,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,3,100,3,36,false,false,true,true,false,false,false,Secundaria completa,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,1.7,0,10,54,false,false,true,true,false,false,false,Secundaria completa,Mujer,ICA,Costa,Gravedad,Otro,Sin ventas,Gravedad
true,2,3.8,98.3,40,62,false,false,true,false,false,false,false,Primaria completa,Hombre,ICA,Costa,Gravedad,Venta,Comerciante minorista,Gravedad
true,6,5,79.82,40,57,false,false,false,false,false,false,false,Primaria incompleta,Mujer,JUNIN,Sierra,Secano,Venta,Comerciante mayorista,Secano
true,5,9.5,93.75,60,78,false,false,true,false,false,false,false,Secundaria completa,Hombre,JUNIN,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion
true,11,0.86,56,7,57,false,false,true,false,false,true,false,Primaria incompleta,Mujer,JUNIN,Sierra,Secano,Venta,Comerciante mayorista,Secano
true,1,1.4,76.92,20,54,false,false,true,true,false,false,false,Primaria completa,Mujer,LA LIBERTAD,Costa,Gravedad,Venta,Comerciante minorista,Gravedad
true,5,166.8,99.82,17,63,false,true,true,false,true,false,true,Secundaria completa,Hombre,LA LIBERTAD,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,7,88.54,50,86,false,false,true,false,false,false,false,Primaria incompleta,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,1,1.48,0,2,41,false,false,true,false,false,false,false,Secundaria completa,Mujer,LAMBAYEQUE,Costa,No especificado,Otro,Sin ventas,No especificado
true,2,4,100,25,59,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,0.67,100,13,56,false,true,true,false,true,false,true,Superior no universitaria completa,Hombre,LIMA,Costa,Goteo,Venta,Comerciante minorista,Goteo
true,2,12,100,20,40,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,LIMA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,26,80.33,8,35,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,LORETO,Selva,Gravedad,Venta,Comerciante minorista,Gravedad
true,2,12.5,100,20,57,false,true,true,false,false,false,true,Superior universitaria completa,Hombre,LORETO,Selva,Secano,Venta,Asociación/Cooperativa,Secano
true,2,4.5,0,2,51,false,false,false,false,false,false,false,Superior universitaria completa,Mujer,MADRE DE DIOS,Selva,Secano,Autoconsumo,Sin ventas,Secano
false,7,4.66,0,50,78,false,true,false,false,false,false,false,Primaria completa,Hombre,MOQUEGUA,Sierra,Gravedad,Otro,Sin ventas,Gravedad
true,1,2,95.77,45,70,false,false,true,true,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,5,6,98.62,20,60,false,false,true,true,false,false,false,Secundaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,1.8,100,24,43,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,PIURA,Costa,No especificado,Venta,Comerciante mayorista,No especificado
true,1,2,0,10,62,false,true,false,false,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,Gravedad,Autoconsumo,Sin ventas,Gravedad
true,4,4.56,98.33,15,68,false,false,true,false,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,8.4,69.5,50,77,false,true,false,false,false,false,false,Primaria completa,Hombre,PUNO,Selva,Secano,Venta,Acopiador,Secano
true,7,7.73,0,20,60,false,false,true,false,false,false,false,Secundaria completa,Hombre,PUNO,Sierra,Secano,Otro,Sin ventas,Secano
true,3,10.5,0,32,50,false,false,true,false,false,false,false,Primaria completa,Mujer,PUNO,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,6,13.3,0,15,41,false,true,true,false,false,false,false,Superior no universitaria completa,Hombre,PUNO,Sierra,Secano,Otro,Sin ventas,Secano
true,16,1.32,0,27,48,false,false,true,false,false,false,false,Secundaria completa,Hombre,PUNO,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,8,1.5,0,30,50,false,true,true,false,false,false,false,Primaria completa,Mujer,PUNO,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,2,12,0,32,58,false,false,true,false,false,false,false,Secundaria completa,Hombre,PUNO,Sierra,Gravedad,Otro,Sin ventas,Gravedad
true,2,3.8,69.23,19,38,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,SAN MARTIN,Selva,Secano,Venta,Acopiador,Secano
true,4,12.5,100,28,46,false,false,true,false,false,false,false,Secundaria completa,Hombre,SAN MARTIN,Selva,Gravedad,Venta,Acopiador,Gravedad
true,2,60,62.11,25,44,false,false,true,false,false,false,false,Primaria completa,Hombre,SAN MARTIN,Selva,Secano,Venta,Comerciante minorista,Secano
true,3,7.1,100,41,69,false,true,true,false,false,false,true,Primaria incompleta,Hombre,SAN MARTIN,Selva,Secano,Venta,Asociación/Cooperativa,Secano
true,0,0,0,15,38,false,false,false,false,false,false,false,Primaria incompleta,Mujer,TACNA,Sierra,Secano,Otro,Sin ventas,Secano
true,7,3.35,0,20,41,false,false,false,false,false,false,false,Primaria completa,Hombre,TACNA,Sierra,Gravedad,Autoconsumo,Sin ventas,Gravedad
true,1,10,98.89,10,39,false,false,true,false,false,false,false,Primaria incompleta,Hombre,TACNA,Costa,Goteo,Venta,Acopiador,Goteo
true,2,10,99.47,20,50,false,false,true,false,false,false,false,Secundaria completa,Hombre,TACNA,Costa,Goteo,Venta,Acopiador,Goteo
false,1,10.5,99.91,28,66,false,false,true,false,false,false,true,Secundaria completa,Hombre,TACNA,Costa,Goteo,Venta,Acopiador,Goteo
true,5,17.5,100,30,51,false,true,true,false,false,false,false,Primaria incompleta,Hombre,TUMBES,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,1,0,25,47,false,false,true,true,false,false,false,Secundaria completa,Hombre,TUMBES,Costa,Gravedad,Otro,Sin ventas,Gravedad
true,5,114.4,100,20,51,false,false,true,false,false,false,false,Secundaria completa,Hombre,TUMBES,Costa,No especificado,Venta,Acopiador,No especificado
true,2,5,99.1,20,51,false,false,true,false,false,false,false,Primaria completa,Hombre,TUMBES,Costa,Gravedad,Venta,Comerciante minorista,Gravedad
true,1,2,99.24,13,39,false,true,true,false,false,false,false,Superior universitaria completa,Hombre,TUMBES,Costa,Aspersion,Venta,Comerciante mayorista,Aspersion
true,3,16.6,100,40,58,false,true,true,false,false,false,false,Primaria completa,Hombre,AMAZONAS,Selva,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,11,7.83,15,72,false,false,false,false,false,false,false,Superior no universitaria completa,Hombre,AMAZONAS,Sierra,Secano,Autoconsumo,Comerciante mayorista,Secano
true,2,2,93,2,24,false,false,true,true,false,false,true,Secundaria completa,Mujer,ANCASH,Sierra,Gravedad,Venta,Acopiador,Gravedad
true,1,5,99.15,4,50,false,false,true,false,false,false,true,Superior universitaria completa,Mujer,ANCASH,Costa,Goteo,Venta,Acopiador,Goteo
true,3,6,99.78,42,65,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,ANCASH,Costa,Gravedad,Venta,Acopiador,Gravedad
true,4,0.74,0,38,64,false,false,false,false,false,false,false,Primaria completa,Hombre,ANCASH,Sierra,Aspersion,Autoconsumo,Sin ventas,Aspersion
true,7,2.28,73.51,9,26,false,false,true,false,false,false,true,Secundaria completa,Hombre,APURIMAC,Sierra,Gravedad,Venta,Acopiador,Gravedad
true,5,8.9,74.06,48,62,false,true,true,false,false,false,true,Secundaria incompleta,Hombre,APURIMAC,Sierra,Gravedad,Venta,Consumidor final,Gravedad
true,2,2.2,83.49,18,38,false,false,false,false,false,false,false,Secundaria incompleta,Hombre,APURIMAC,Sierra,Gravedad,Venta,Acopiador,Gravedad
true,2,10.1,100,35,77,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,AREQUIPA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,1,0.66,100,10,47,false,false,true,false,false,false,true,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,3,18.65,97.6,25,52,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,1.32,100,20,60,false,false,true,false,false,false,false,Primaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
false,3,25,73.83,35,58,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,AYACUCHO,Sierra,Secano,Venta,Acopiador,Secano
true,9,4.5,100,50,53,false,false,false,false,false,false,true,Secundaria incompleta,Hombre,AYACUCHO,Sierra,Aspersion,Venta,Consumidor final,Aspersion
true,2,5.5,66.91,10,47,false,false,true,false,false,false,false,Secundaria incompleta,Mujer,AYACUCHO,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
true,8,8.93,83.83,40,60,false,false,true,false,false,false,false,Primaria incompleta,Hombre,AYACUCHO,Sierra,No especificado,Venta,Acopiador,No especificado
true,1,8.8,80.29,26,51,false,false,true,false,false,true,false,Secundaria completa,Hombre,AYACUCHO,Sierra,Aspersion,Venta,Acopiador,Aspersion
true,4,0.88,0,10,39,false,false,true,false,false,true,false,Secundaria completa,Hombre,AYACUCHO,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,4,17,61.71,10,47,false,false,true,false,false,false,false,Superior no universitaria completa,Hombre,CAJAMARCA,Selva,Secano,Venta,Comerciante minorista,Secano
true,4,7.4,99.97,25,54,false,false,false,false,false,false,false,Primaria incompleta,Hombre,HUANUCO,Selva,Secano,Venta,Acopiador,Secano
true,2,286,0,8,25,false,false,false,false,false,false,false,Secundaria completa,Hombre,HUANUCO,Selva,Secano,Otro,Sin ventas,Secano
true,7,5.65,100,16,33,false,false,false,false,false,false,false,Primaria incompleta,Hombre,HUANUCO,Sierra,Secano,Venta,Comerciante mayorista,Secano
true,1,7.08,87.55,20,50,false,false,true,false,false,false,false,Superior no universitaria incompleta,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,5,32.35,100,4,23,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,4.2,99.5,2,47,false,false,true,false,false,false,true,Superior no universitaria completa,Hombre,ICA,Costa,No especificado,Venta,Acopiador,No especificado
true,3,4.8,99.86,35,54,false,false,false,false,false,false,false,Secundaria completa,Hombre,ICA,Costa,Mangas,Venta,Acopiador,Mangas
true,2,5.05,99.56,10,52,false,false,true,false,false,false,false,Secundaria completa,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,10,100,12,38,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,ICA,Costa,Goteo,Venta,Acopiador,Goteo
true,1,22,99.9,60,83,false,true,true,false,true,false,false,Secundaria completa,Hombre,JUNIN,Selva,Secano,Venta,Acopiador,Secano
true,2,11.7,100,28,46,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,JUNIN,Selva,Secano,Venta,Acopiador,Secano
true,5,8,89.27,55,73,false,false,true,false,false,false,false,Primaria incompleta,Hombre,JUNIN,Sierra,Aspersion,Venta,Acopiador,Aspersion
false,1,65.5,0,50,64,false,false,true,false,false,false,true,Superior universitaria completa,Hombre,LA LIBERTAD,Sierra,No especificado,Otro,Sin ventas,No especificado
true,3,99,47.24,46,63,false,false,true,false,false,false,false,Primaria completa,Hombre,LA LIBERTAD,Sierra,Gravedad,Venta,Comerciante minorista,Gravedad
true,1,0.25,0,40,65,false,false,false,false,false,false,false,Secundaria incompleta,Mujer,LA LIBERTAD,Costa,Secano,Otro,Sin ventas,Secano
true,1,4,0,10,30,false,false,true,false,false,false,false,Superior no universitaria completa,Hombre,LAMBAYEQUE,Costa,Gravedad,Otro,Sin ventas,Gravedad
true,2,3.18,99.17,34,60,false,false,true,false,false,false,false,Primaria completa,Hombre,LAMBAYEQUE,Sierra,Gravedad,Venta,Empresa/Agroindustria,Gravedad
true,1,3,0,20,37,false,false,true,false,false,false,false,Secundaria completa,Hombre,LAMBAYEQUE,Costa,Gravedad,Otro,Sin ventas,Gravedad
true,2,23.5,0,16,31,false,false,true,true,false,false,false,Superior no universitaria completa,Hombre,LAMBAYEQUE,Costa,Otro,Otro,Sin ventas,Otro
true,2,11,91.5,32,56,false,false,true,false,false,false,false,Secundaria completa,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,1,7.05,80.43,40,61,false,false,true,false,false,false,false,Primaria completa,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,5,0,43,62,false,false,true,false,false,false,false,Primaria incompleta,Hombre,LAMBAYEQUE,Costa,Gravedad,Otro,Sin ventas,Gravedad
true,3,0.88,100,50,68,false,false,true,false,false,false,false,Secundaria completa,Hombre,LIMA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,1,3.5,0,10,50,false,false,true,false,false,false,false,Secundaria completa,Mujer,LIMA,Costa,Gravedad,Otro,Sin ventas,Gravedad
true,1,4.4,0,28,75,false,false,true,false,false,false,false,Primaria completa,Hombre,LIMA,Costa,Gravedad,Otro,Sin ventas,Gravedad
false,1,83,100,31,66,false,false,false,false,false,false,false,Primaria incompleta,Hombre,MADRE DE DIOS,Selva,Secano,Venta,Comerciante mayorista,Secano
false,1,18.06,0,30,67,false,false,false,false,false,false,false,Primaria incompleta,Hombre,MADRE DE DIOS,Selva,Secano,Otro,Sin ventas,Secano
false,1,18,99.76,9,37,false,false,false,false,false,false,false,Secundaria completa,Mujer,MADRE DE DIOS,Selva,Secano,Venta,Acopiador,Secano
true,1,0.1,0,44,64,false,false,false,false,false,false,false,Primaria incompleta,Mujer,MOQUEGUA,Sierra,Gravedad,Otro,Sin ventas,Gravedad
true,1,5.15,0,35,56,false,false,false,false,false,false,false,Primaria incompleta,Mujer,MOQUEGUA,Costa,Aspersion,Autoconsumo,Sin ventas,Aspersion
true,1,5.6,97.9,26,49,false,true,true,false,false,false,false,Superior no universitaria completa,Mujer,MOQUEGUA,Costa,Gravedad,Venta,Comerciante minorista,Gravedad
true,2,23.2,100,10,34,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,PASCO,Sierra,Secano,Venta,Acopiador,Secano
true,2,7.5,89.2,28,58,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,PIURA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,4,97.94,10,54,false,false,true,false,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,No especificado,Venta,Comerciante mayorista,No especificado
false,1,2,100,20,63,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,PIURA,Costa,No especificado,Venta,Comerciante mayorista,No especificado
true,5,29.02,0,41,61,false,false,true,false,false,false,false,Primaria incompleta,Mujer,PUNO,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,2,198,0,30,55,false,true,false,false,false,false,false,Superior no universitaria completa,Hombre,PUNO,Sierra,Secano,Otro,Sin ventas,Secano
true,6,4,0,14,39,false,false,true,false,false,false,false,Primaria incompleta,Mujer,PUNO,Sierra,Secano,Otro,Sin ventas,Secano
true,13,18.85,0,33,54,false,false,true,false,false,false,false,Primaria incompleta,Mujer,PUNO,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,1,3.7,0,40,64,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,PUNO,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,2,55,100,29,47,false,true,true,false,false,false,false,Secundaria incompleta,Hombre,SAN MARTIN,Selva,Secano,Venta,Acopiador,Secano
true,1,2,100,40,57,false,false,true,true,false,false,false,Primaria completa,Hombre,SAN MARTIN,Selva,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,6,100,2,37,false,false,true,true,false,false,false,Secundaria incompleta,Hombre,SAN MARTIN,Selva,Gravedad,Venta,Comerciante mayorista,Gravedad
true,1,3,98.07,21,41,false,false,true,false,false,false,true,Primaria completa,Hombre,SAN MARTIN,Selva,Secano,Venta,Comerciante minorista,Secano
true,1,34,98.74,20,57,false,false,true,false,false,false,false,Primaria incompleta,Hombre,UCAYALI,Selva,Mangas,Venta,Comerciante mayorista,Mangas
true,3,100,100,23,62,false,false,true,false,false,false,true,Superior universitaria incompleta,Hombre,UCAYALI,Selva,Secano,Venta,Empresa/Agroindustria,Secano
true,2,712.06,0,22,45,false,false,true,false,false,false,false,Secundaria completa,Hombre,PASCO,Selva,Secano,Otro,Sin ventas,Secano
true,2,3.5,0,26,46,false,false,false,false,false,false,false,Primaria completa,Hombre,AMAZONAS,Selva,Secano,Otro,Sin ventas,Secano
true,1,3,60.49,29,47,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,AMAZONAS,Selva,Gravedad,Venta,Comerciante mayorista,Gravedad
false,1,1,9.05,30,50,false,false,false,false,false,false,false,Primaria completa,Hombre,AMAZONAS,Selva,Secano,Autoconsumo,Comerciante mayorista,Secano
true,7,3,75.56,19,36,false,false,true,false,false,false,false,Primaria incompleta,Hombre,APURIMAC,Sierra,Aspersion,Venta,Acopiador,Aspersion
false,2,2.31,81.82,50,72,false,false,false,false,false,false,false,Secundaria completa,Mujer,AREQUIPA,Sierra,Secano,Venta,Consumidor final,Secano
true,1,2.5,100,55,75,false,true,true,false,false,false,false,Primaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,3.6,0,35,53,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,AREQUIPA,Sierra,Gravedad,Otro,Sin ventas,Gravedad
false,1,1.5,0,40,71,false,false,false,false,false,false,false,Secundaria completa,Mujer,AREQUIPA,Costa,Goteo,Otro,Sin ventas,Goteo
